RESPNUM,CCGID,BAREA,GATE,STRATA,CATEGORY,INTDATE,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,ARRTIME,DEPTIME,MINUTES,Q2PURP1,Q3GETTO1,Q3PARK,Q4BAGS,Q4BUY,Q4FOOD,Q5NOTBUY,Q6NOFOOD,Q7FLYPERYR,SAQ,Q8A_ART,Q8B_FOOD,Q8C_SHOP,Q8D_SIGNS,Q8E_WALK,Q8F_SCREENS,Q8G_INFOARR,Q8H_INFODEP,Q8I_ROAD,Q8J_PARK,Q8K_AIRTRAIN,Q8L_LTPARK,Q8M_RENTAL,Q8N_WHOLE,Q10A_CLNBOARD,Q10B_CLNPARK,Q10C_CLNAIRTRAIN,Q10D_CLNRENT,Q10E_CLNFOOD,Q10F_CLNBATH,Q11SAFE,Q12_USEWEB,Q13_RATEWEB,Q14WHEREDEPART,Q14RATEGETTO,Q15A_FIND,Q15B_SECURITY,Q16_PROBLEM,Q17REGION,Q18ZIP,Q18COUNTRY,HOME,Q19_AGE,Q20_SEX,Q21_INCOME,LANG
438,846,C,47,1,1,4,15,2389,26,3,3,7:00,9:10,130,1,3,,1,2,1,2,2,1,2,4,4,4,4,4,4,4,4,2,6,6,6,6,4,5,6,6,6,5,6,5,1,5,11,0,2,1,1,4,48220-01-01T00:00:00,US,11,3,2,3,1
439,847,C,47,1,1,4,15,2389,26,3,3,8:00,9:10,70,3,5,,2,1,2,2,2,3,2,4,3,3,3,3,3,2,2,2,1,1,1,6,2,3,4,3,6,3,3,3,2,,1,0,3,3,2,1,94611-01-01T00:00:00,US,3,5,1,3,1
440,848,C,47,1,1,4,15,2389,26,3,3,6:45,9:10,145,1,6,,1,2,1,2,0,3,2,5,4,4,4,4,4,6,6,4,3,6,6,6,4,4,4,6,6,4,4,5,1,3,5,3,5,3,1,1,94124-01-01T00:00:00,US,1,7,1,3,1
441,849,C,47,1,1,4,15,2389,26,3,3,6:45,9:10,145,1,6,,1,1,2,2,2,2,1,4,6,5,5,6,6,6,6,6,6,6,6,6,4,3,6,6,6,6,3,4,2,,5,5,5,5,2,3,48167-01-01T00:00:00,US,11,3,2,0,1
442,850,C,47,1,1,4,15,2389,26,3,3,6:30,9:10,160,1,9,,1,2,1,2,2,4,1,4,3,3,2,3,3,6,6,3,6,1,6,1,3,4,6,3,3,3,3,4,2,,5,3,3,2,2,3,46236-01-01T00:00:00,US,11,5,1,4,1
443,851,C,47,1,1,4,15,2389,26,3,3,7:20,9:10,110,1,7,,1,2,1,2,2,1,1,4,6,6,5,5,5,6,5,5,6,5,6,5,5,4,6,4,4,6,4,5,2,,5,5,5,5,2,3,48642-01-01T00:00:00,US,11,5,1,3,1
444,852,C,47,1,1,4,15,2389,26,3,3,7:15,9:10,115,1,7,,2,2,2,2,2,3,1,3,3,3,2,3,4,6,6,3,6,3,6,3,3,4,6,4,4,4,4,4,2,,6,3,4,3,2,3,49630-01-01T00:00:00,US,11,6,1,3,1
445,853,C,47,1,1,4,15,2389,26,3,3,8:00,9:10,70,1,4,,2,2,1,2,2,5,1,5,4,3,4,6,4,6,6,4,6,0,0,0,0,1,6,4,4,6,4,5,2,,7,5,5,4,2,3,48335-01-01T00:00:00,US,11,5,2,4,1
446,854,C,47,1,1,4,15,2389,26,3,3,7:30,9:10,100,1,9,,1,1,1,2,2,3,1,6,4,5,4,4,4,6,6,4,6,3,6,3,4,3,6,4,3,5,3,5,3,,5,5,5,5,2,3,53719-01-01T00:00:00,US,11,3,2,4,1
447,855,C,47,1,1,4,15,2389,26,3,3,7:30,9:10,100,1,9,,1,1,2,2,2,3,1,3,3,5,5,6,5,6,6,5,6,5,6,5,5,5,6,5,5,5,5,5,2,,3,5,5,5,2,3,48067-01-01T00:00:00,US,11,5,2,4,1
448,808,C,43,1,1,4,18,654,25,3,4,9:00,10:40,100,2,2,,1,2,1,1,1,2,2,3,1,2,3,3,4,6,6,3,6,6,6,6,3,4,6,6,6,4,4,3,2,,7,3,4,3,2,1,95008-01-01T00:00:00,US,4,3,1,1,1
449,809,C,43,1,1,4,18,654,25,3,4,9:00,10:40,100,6,2,,1,1,1,2,1,3,2,4,2,2,4,6,4,6,6,4,6,6,6,6,3,4,6,6,6,4,4,4,2,,7,4,5,4,2,1,95008-01-01T00:00:00,US,4,3,2,1,1
450,810,C,43,1,1,4,18,654,25,3,4,8:30,10:40,130,2,7,,1,1,1,2,2,1,2,4,3,4,4,4,4,6,6,6,6,6,6,6,4,5,6,6,6,3,2,2,2,,6,4,5,4,2,3,10038-01-01T00:00:00,US,12,3,2,4,1
451,811,C,43,1,1,4,18,654,25,3,4,8:30,10:40,130,1,9,,1,2,1,2,2,3,2,3,6,6,4,4,3,6,6,3,6,4,6,4,4,3,6,4,3,6,4,4,2,,9,3,4,4,2,3,66049-01-01T00:00:00,US,11,5,0,4,1
452,812,C,43,1,1,4,18,654,25,3,4,8:40,10:40,120,3,2,,2,2,1,1,2,2,2,5,6,4,5,5,4,6,6,5,5,6,4,6,5,5,6,6,6,5,5,4,1,3,6,5,5,5,2,1,94044-01-01T00:00:00,US,2,4,2,3,1
453,813,C,43,1,1,4,18,654,25,3,4,8:30,10:40,130,2,2,,2,2,2,2,2,3,2,5,4,4,4,4,4,6,6,4,4,4,4,4,4,4,4,4,4,4,4,2,1,4,3,3,4,4,2,1,94965-01-01T00:00:00,US,6,5,1,4,1
454,814,C,43,1,1,4,18,654,25,3,4,9:45,10:40,55,2,5,,0,1,0,2,2,3,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,,5,3,5,5,2,1,94109-01-01T00:00:00,US,1,2,2,1,1
455,815,C,43,1,1,4,18,654,25,3,4,9:10,10:40,90,2,2,,2,2,2,2,1,3,2,3,3,3,3,4,4,6,6,3,2,6,6,6,3,3,6,6,6,3,3,4,1,3,1,4,4,5,2,1,94619-01-01T00:00:00,US,3,4,2,3,1
457,817,C,43,1,1,4,18,654,25,3,4,9:00,10:40,100,1,2,,1,2,1,2,2,5,2,3,3,3,4,4,4,6,6,4,6,4,6,4,4,4,6,4,4,4,4,5,2,,5,3,5,3,2,3,80210-01-01T00:00:00,US,10,3,2,4,1
458,818,C,43,1,1,4,18,654,25,3,4,8:45,10:40,115,3,2,,1,2,1,1,2,3,2,3,3,3,4,0,4,0,0,5,6,6,6,6,4,4,6,6,6,4,4,3,2,,7,3,4,4,2,1,95037-01-01T00:00:00,US,4,6,2,2,1
459,819,C,43,1,1,4,18,654,25,3,4,8:30,10:40,130,5,4,,1,1,1,1,2,3,2,4,2,3,4,6,4,6,6,6,6,6,6,6,4,4,6,6,6,4,4,4,2,,5,4,5,5,2,3,68137-01-01T00:00:00,US,11,4,1,3,1
460,820,C,43,1,1,4,18,654,25,3,4,8:30,10:40,130,2,2,,2,1,1,2,1,4,2,3,4,3,4,4,4,6,6,3,3,2,2,6,3,3,3,3,6,4,3,3,2,,7,4,4,5,2,1,94085-01-01T00:00:00,US,4,3,2,4,1
461,821,C,43,1,1,4,18,654,25,3,4,9:05,10:40,95,1,6,,0,1,0,2,2,3,2,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,2,,5,5,5,5,2,1,94118-01-01T00:00:00,US,1,3,1,1,1
462,822,C,43,1,1,4,18,654,25,3,4,7:20,10:40,200,3,2,,1,2,1,2,2,1,2,4,4,5,4,5,4,6,6,5,6,6,6,6,5,5,6,6,6,5,5,4,2,,17,5,5,5,2,2,95064-01-01T00:00:00,US,10,2,1,2,1
463,823,C,43,1,1,4,18,654,25,3,4,9:20,10:40,80,3,5,,2,2,1,2,2,3,2,4,4,4,3,4,5,6,6,5,5,5,6,6,4,5,4,5,6,4,4,5,2,,1,5,5,5,2,1,94555-01-01T00:00:00,US,3,4,2,3,1
464,824,C,43,1,1,4,18,654,25,3,4,8:00,10:40,160,2,6,,1,1,1,2,2,1,2,2,3,3,3,3,3,2,2,6,6,6,6,6,6,4,6,6,6,3,3,5,2,,5,5,5,5,2,3,53212-01-01T00:00:00,US,11,5,2,2,1
465,825,C,43,1,1,4,18,654,25,3,4,9:15,10:40,85,1,4,,1,2,1,2,2,3,2,3,3,3,4,4,4,6,6,6,6,4,6,2,3,5,6,4,4,4,4,4,2,,5,5,5,4,2,3,80447-01-01T00:00:00,US,10,4,1,4,1
466,826,C,43,1,1,4,18,654,25,3,4,7:30,10:40,190,12,2,,1,1,1,1,2,1,1,5,5,4,5,5,5,6,6,5,5,6,6,6,5,5,5,6,6,5,5,5,2,,7,5,5,5,1,3,66442-01-01T00:00:00,US,11,3,2,2,1
467,827,C,43,1,1,4,18,654,25,3,4,8:20,10:40,140,2,5,,2,2,2,1,2,4,1,3,2,3,4,4,3,6,6,3,3,4,6,3,4,4,6,4,3,4,4,5,2,,5,5,5,5,2,1,94804-01-01T00:00:00,US,5,3,1,2,1
468,828,C,43,1,1,4,18,654,25,3,4,8:30,10:40,130,2,6,,1,1,2,2,2,1,1,4,6,6,5,5,5,6,6,6,6,5,6,6,4,4,6,3,6,6,4,5,2,,5,5,5,3,2,3,46250-01-01T00:00:00,US,11,6,1,4,1
469,829,C,43,1,1,4,18,654,25,3,4,7:30,10:40,190,2,6,,1,2,1,2,2,1,1,6,5,4,5,6,5,6,6,6,3,6,5,6,5,5,6,6,6,5,5,5,2,,4,5,5,5,2,1,94559-01-01T00:00:00,US,9,3,2,1,1
470,830,C,43,1,1,4,18,654,25,3,4,8:30,10:40,130,3,2,,1,1,1,1,2,1,1,4,6,3,4,4,4,6,6,2,6,6,6,6,4,4,6,6,6,6,3,3,2,,8,4,5,4,2,1,94535-01-01T00:00:00,US,8,2,1,1,1
471,831,C,43,1,1,4,18,654,25,3,4,8:30,10:40,130,3,2,,2,2,2,2,2,3,1,4,6,6,4,4,4,4,6,4,4,4,6,6,4,5,4,4,6,6,4,5,2,,1,5,5,5,2,1,94501-01-01T00:00:00,US,3,3,1,3,1
472,787,A,7,2,3,2,22,606,2,6,4,11:00,14:00,180,3,3,,1,2,2,2,2,1,2,0,0,0,5,5,0,5,5,0,0,0,0,0,5,5,0,5,0,0,5,3,0,,11,5,5,6,2,4,96002-01-01T00:00:00,US,10,7,2,1,1
475,790,A,7,2,3,2,22,606,2,6,4,13:00,14:00,60,2,5,,0,0,1,0,0,3,2,5,2,3,5,4,4,6,6,6,6,6,6,6,3,3,6,5,6,4,5,4,2,,12,0,5,4,1,1,94597-01-01T00:00:00,US,5,7,1,2,1
476,791,A,7,2,3,2,22,606,2,6,4,11:45,14:00,135,3,2,,1,1,2,2,2,2,2,4,3,3,4,3,3,3,3,4,4,4,4,3,4,5,4,4,4,4,4,5,1,4,5,5,5,5,2,1,94044-01-01T00:00:00,US,2,2,2,4,1
478,793,A,7,2,3,2,22,606,2,6,4,12:00,14:00,120,5,13,,1,2,1,2,2,3,2,5,5,4,4,4,3,6,6,4,3,6,3,6,5,5,6,6,6,5,4,5,1,4,6,4,4,3,2,1,94025-01-01T00:00:00,US,2,3,2,3,1
479,794,A,7,2,3,2,22,606,2,6,4,12:00,14:00,120,3,1,2,1,2,1,2,2,2,2,5,4,4,4,5,4,6,6,5,4,6,6,6,4,5,6,6,6,3,3,4,2,,1,5,5,2,2,1,94705-01-01T00:00:00,US,3,3,2,1,1
480,795,A,7,2,3,2,22,606,2,6,4,12:30,14:00,90,1,2,,1,2,2,2,2,3,2,4,3,3,4,4,4,4,4,4,4,2,2,2,3,4,4,0,4,3,4,5,2,,7,4,4,4,2,1,94539-01-01T00:00:00,US,3,5,1,4,1
481,796,A,7,2,3,2,22,606,2,6,4,11:30,14:00,150,2,2,,1,2,2,2,2,3,2,3,4,4,4,4,3,6,6,6,6,6,6,6,4,5,6,4,6,4,4,5,2,,1,5,4,2,2,1,94610-01-01T00:00:00,US,3,3,2,1,1
482,797,A,7,2,3,2,22,606,2,6,4,11:30,14:00,150,3,4,,0,1,0,2,2,1,2,6,2,2,4,4,3,3,3,4,3,6,6,6,3,4,6,6,6,6,4,4,3,,6,5,5,2,2,1,94560-01-01T00:00:00,US,3,3,2,2,1
484,799,A,7,2,3,2,22,606,2,6,4,11:10,14:00,170,2,4,,1,2,2,2,2,4,1,4,3,3,3,4,4,6,6,6,6,2,0,6,4,4,6,6,6,4,4,3,2,,5,4,3,5,2,1,94109-01-01T00:00:00,US,1,3,1,2,1
486,801,A,7,2,3,2,22,606,2,6,4,11:00,14:00,180,2,4,,1,1,2,2,2,4,1,4,3,2,1,4,4,6,6,4,2,5,6,4,3,4,4,5,4,4,4,4,2,,2,3,3,5,1,1,94506-01-01T00:00:00,US,5,5,2,4,1
493,856,C,46,1,2,4,15,1106,55,3,3,6:00,7:50,110,1,4,,1,2,1,2,2,1,2,3,2,2,3,6,3,6,6,6,6,3,6,6,3,4,6,3,6,4,3,3,2,,6,3,2,4,2,3,55126-01-01T00:00:00,US,11,2,1,1,1
494,857,C,46,1,2,4,15,1106,55,3,3,5:40,7:50,130,1,9,,2,2,1,2,2,1,2,3,3,3,3,3,3,3,3,4,6,4,6,3,2,4,6,4,3,4,3,4,2,,6,4,3,1,2,3,55076-01-01T00:00:00,US,11,5,1,4,1
495,858,C,46,1,2,4,15,1106,55,3,3,5:40,7:50,130,1,9,,1,2,2,2,2,1,2,2,2,2,1,3,2,6,6,4,3,3,6,3,2,3,3,3,3,6,6,1,2,,5,3,1,1,1,3,,US,12,4,1,4,1
496,859,C,46,1,2,4,15,1106,55,3,3,6:30,7:50,80,3,1,4,1,2,2,2,2,3,2,5,5,5,5,5,5,6,6,5,5,6,5,6,5,5,5,6,6,5,4,4,2,,6,0,5,4,2,1,94027-01-01T00:00:00,US,2,7,2,0,1
497,860,C,46,1,2,4,15,1106,55,3,3,6:30,7:50,80,1,7,,1,2,1,2,2,2,2,4,3,3,4,4,4,3,3,3,3,4,4,4,3,3,3,3,3,3,3,5,2,,5,5,3,2,1,3,56377-01-01T00:00:00,US,11,3,2,2,1
498,861,C,46,1,2,4,15,1106,55,3,3,6:25,7:50,85,2,1,3,2,1,1,2,2,2,2,4,6,3,4,4,4,6,6,4,4,4,4,6,4,4,6,4,6,4,4,3,2,,1,4,5,0,2,1,94538-01-01T00:00:00,US,3,4,2,3,1
499,862,C,46,1,2,4,15,1106,55,3,3,6:00,7:50,110,5,6,,1,1,2,2,2,1,2,4,4,4,4,4,4,6,6,6,6,6,6,6,4,5,6,6,6,6,5,5,2,,5,5,5,4,2,3,67206-01-01T00:00:00,US,11,4,2,4,1
500,863,C,46,1,2,4,15,1106,55,3,3,6:15,7:50,95,1,4,,2,2,1,2,2,3,2,6,4,6,2,3,3,6,6,2,6,6,6,1,2,3,6,6,3,4,3,3,2,,5,4,4,1,1,3,53189-01-01T00:00:00,US,11,5,2,4,1
501,864,C,46,1,2,4,15,1106,55,3,3,6:05,7:50,105,2,4,,2,1,1,2,2,3,2,5,4,4,5,5,5,4,4,5,4,5,4,4,4,5,4,5,4,5,5,5,1,4,1,5,5,4,2,1,94501-01-01T00:00:00,US,3,7,2,2,1
502,865,C,46,1,2,4,15,1106,55,3,3,6:15,7:50,95,5,4,,1,2,1,2,2,1,2,3,6,3,4,6,4,4,6,6,6,6,6,6,4,5,6,6,6,5,0,4,2,,5,5,5,3,2,3,50501-01-01T00:00:00,US,11,4,2,4,1
503,866,C,46,1,2,4,15,1106,55,3,3,6:30,7:50,80,1,9,,1,2,2,2,2,4,2,6,3,3,3,3,4,6,6,4,6,3,6,3,3,2,6,4,4,3,3,4,2,,6,4,4,3,2,3,55416-01-01T00:00:00,US,11,6,1,4,1
504,867,C,46,1,2,4,15,1106,55,3,3,6:30,7:50,80,1,4,,1,2,1,2,2,1,2,3,2,3,3,3,3,6,3,6,6,6,6,6,3,6,6,6,6,3,6,3,2,,5,3,3,2,2,3,55744-01-01T00:00:00,US,11,3,2,4,1
505,868,C,46,1,2,4,15,1106,55,3,3,6:30,7:50,80,6,7,,2,2,2,2,2,3,2,4,3,3,5,4,5,6,6,5,4,6,5,0,4,4,6,6,6,3,3,5,2,,3,4,5,3,2,1,94947-01-01T00:00:00,US,6,5,1,4,1
506,869,C,46,1,2,4,15,1106,55,3,3,6:45,7:50,65,3,3,,0,1,0,0,2,1,2,4,4,4,4,4,4,4,4,6,6,6,6,6,5,5,6,6,6,6,6,4,2,,11,4,4,6,2,4,49339-01-01T00:00:00,US,11,5,2,2,1
508,871,C,46,1,2,4,15,1106,55,3,3,6:00,7:50,110,1,9,,2,2,1,2,2,3,2,3,3,2,2,2,3,6,6,2,6,2,6,3,3,3,6,3,3,3,3,3,2,,1,4,4,4,2,3,55369-01-01T00:00:00,US,11,6,2,3,1
509,872,C,46,1,2,4,15,1106,55,3,3,6:30,7:50,80,1,1,3,1,2,1,2,2,3,2,5,4,4,3,3,3,1,3,4,5,5,5,5,4,4,0,0,0,0,3,1,1,4,7,5,4,3,2,1,95014-01-01T00:00:00,US,4,7,2,0,1
511,874,C,46,1,2,4,15,1106,55,3,3,5:30,7:50,140,2,6,,2,2,1,2,2,1,1,4,6,6,4,5,5,6,6,6,6,6,6,6,4,4,6,6,6,6,4,5,2,,5,5,5,5,2,3,28092-01-01T00:00:00,US,12,5,1,3,1
512,875,C,46,1,2,4,15,1106,55,3,3,5:55,7:50,115,1,9,,1,2,1,2,2,5,1,6,4,3,3,2,3,6,6,1,3,3,6,3,0,3,4,4,3,4,3,4,2,,1,5,5,3,0,3,56329-01-01T00:00:00,US,11,6,1,4,1
513,876,C,46,1,2,4,15,1106,55,3,3,6:10,7:50,100,1,7,,2,2,1,2,2,4,1,4,3,3,4,4,4,6,6,4,6,6,6,2,4,4,6,4,4,4,3,5,2,,5,4,5,5,2,3,55082-01-01T00:00:00,US,11,4,1,4,1
514,877,C,46,1,2,4,15,1106,55,3,3,6:20,7:50,90,1,4,,1,2,2,2,2,2,1,4,6,4,4,6,4,6,6,4,6,4,6,4,4,5,6,5,5,6,4,5,2,,6,4,5,3,2,3,55398-01-01T00:00:00,US,11,3,1,2,1
515,878,C,46,1,2,4,15,1106,55,3,3,6:30,7:50,80,1,6,,2,1,1,2,2,1,1,4,6,6,3,6,4,6,6,6,6,6,6,6,4,5,6,6,6,6,6,5,2,,5,5,4,4,2,3,55721-01-01T00:00:00,US,11,6,2,3,1
516,879,C,46,1,2,4,15,1106,55,3,3,6:35,7:50,75,3,3,,2,2,2,1,1,2,1,3,3,2,4,6,4,6,6,6,6,6,6,6,3,4,6,6,6,4,4,5,2,,11,0,5,6,2,4,96734-01-01T00:00:00,US,10,3,1,4,1
517,880,C,46,1,2,4,15,1106,55,3,3,6:30,7:50,80,6,2,,2,2,2,2,2,2,1,5,5,5,5,5,5,6,6,5,2,3,4,4,5,4,6,4,6,5,4,5,2,,1,5,5,5,2,1,94606-01-01T00:00:00,US,3,4,2,1,1
518,925,C,45,1,2,5,15,854,26,3,3,5:40,7:00,80,2,7,,1,2,2,2,2,4,2,4,6,3,3,3,3,6,6,6,6,6,6,6,4,4,6,6,3,6,4,4,2,,12,0,4,4,2,3,48104-01-01T00:00:00,US,11,0,0,0,1
520,927,C,45,1,2,5,15,854,26,3,3,5:50,7:00,70,1,4,,1,1,1,2,2,2,2,3,3,3,4,3,3,3,3,6,6,6,6,6,3,3,6,6,6,3,2,3,2,,5,4,4,4,2,3,2540-01-01T00:00:00,US,12,3,2,0,1
521,928,C,45,1,2,5,15,854,26,3,3,5:35,7:00,85,2,4,,2,1,2,2,2,3,2,4,3,3,4,4,4,6,6,4,3,5,2,3,4,4,3,4,4,4,4,5,1,2,5,4,5,3,2,1,94110-01-01T00:00:00,US,1,6,1,0,1
522,929,C,45,1,2,5,15,854,26,3,3,6:00,7:00,60,1,9,,2,0,0,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,2,,7,5,5,4,2,3,48108-01-01T00:00:00,US,11,5,1,4,1
523,930,C,45,1,2,5,15,854,26,3,3,5:55,7:00,65,1,6,,2,2,2,2,2,1,2,6,6,6,4,4,3,6,6,6,6,6,6,6,4,4,6,6,6,6,6,5,2,,5,4,4,4,1,3,21208-01-01T00:00:00,US,12,5,2,4,1
526,933,C,45,1,2,5,15,854,26,3,3,5:50,7:00,70,3,2,,2,2,2,2,2,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,,6,0,5,5,2,1,94025-01-01T00:00:00,US,2,5,2,4,1
527,934,C,45,1,2,5,15,854,26,3,3,5:00,7:00,120,3,2,,0,0,1,2,2,1,2,6,6,6,5,5,5,6,5,5,5,6,6,6,5,4,5,6,6,6,4,5,1,4,2,5,5,5,2,1,94804-01-01T00:00:00,US,5,3,1,3,1
529,936,C,45,1,2,5,15,854,26,3,3,6:40,7:00,20,2,9,,2,2,1,2,2,1,2,4,3,0,5,5,5,4,6,4,6,5,6,5,5,4,6,5,4,4,3,4,2,,5,0,4,3,2,3,,US,11,4,1,0,1
530,937,C,45,1,2,5,15,854,26,3,3,5:20,7:00,100,2,4,,1,1,1,2,2,3,2,3,3,3,3,3,3,3,3,4,4,4,4,6,3,3,6,3,6,4,4,5,2,,6,4,4,4,2,1,94080-01-01T00:00:00,US,2,3,2,0,1
531,938,C,45,1,2,5,15,854,26,3,3,5:00,7:00,120,3,1,1,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,4,4,4,6,6,5,4,0,6,6,4,4,5,1,4,5,4,5,5,2,1,,US,1,6,1,2,1
532,939,C,45,1,2,5,15,854,26,3,3,5:30,7:00,90,1,4,,2,2,1,2,1,2,2,5,4,4,4,4,4,4,4,4,4,4,6,4,4,5,5,5,5,4,4,5,2,,5,5,5,4,2,3,2906-01-01T00:00:00,US,12,5,1,4,1
533,940,C,45,1,2,5,15,854,26,3,3,5:40,7:00,80,6,2,,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,2,,1,5,5,5,2,1,94611-01-01T00:00:00,US,3,3,2,1,1
534,941,C,45,1,2,5,15,854,26,3,3,5:30,7:00,90,3,1,4,1,1,2,2,2,3,2,6,4,4,4,4,4,6,6,4,6,6,4,6,4,4,6,6,6,4,5,3,2,,1,5,4,3,2,1,94587-01-01T00:00:00,US,3,6,2,4,1
535,942,C,45,1,2,5,15,854,26,3,3,6:00,7:00,60,1,2,,1,2,2,2,2,2,2,4,6,4,4,4,5,6,6,4,3,6,6,3,4,4,6,6,6,6,2,4,2,,12,4,4,5,2,3,48105-01-01T00:00:00,US,11,5,1,4,1
537,944,C,45,1,2,5,15,854,26,3,3,5:00,7:00,120,1,6,,1,2,2,2,2,1,1,6,6,6,4,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,6,5,2,,5,4,5,3,2,3,,US,11,6,1,3,1
539,946,C,45,1,2,5,15,854,26,3,3,5:30,7:00,90,2,2,,2,2,1,2,2,3,1,4,4,4,4,4,3,6,6,4,6,6,6,6,4,3,6,6,6,4,3,4,2,,2,4,5,3,2,1,94506-01-01T00:00:00,US,5,6,2,2,1
541,948,C,45,1,2,5,15,854,26,3,3,5:15,7:00,105,3,6,,2,2,2,2,2,1,1,3,2,6,4,6,4,6,6,6,6,6,6,6,3,4,6,6,6,6,3,4,2,,5,4,5,5,2,1,94117-01-01T00:00:00,US,1,3,1,0,1
542,949,C,45,1,2,5,15,854,26,3,3,4:45,7:00,135,1,4,,1,2,1,2,2,1,1,4,6,4,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,6,4,5,2,,5,5,5,5,2,3,48045-01-01T00:00:00,US,11,6,2,4,1
543,715,D,51,2,1,5,35,84,99,2,2,9:30,11:00,90,1,4,,2,1,0,2,2,1,2,6,0,4,4,4,4,4,4,4,6,6,6,6,5,4,6,6,6,4,5,4,1,5,5,4,4,4,2,3,20852-01-01T00:00:00,US,12,5,2,2,1
544,716,D,51,2,1,5,35,84,99,2,2,8:50,11:00,130,2,2,,1,2,1,2,2,2,1,4,5,4,5,3,4,6,6,3,6,2,6,6,4,5,6,3,6,4,5,4,1,4,1,5,5,3,2,3,20815-01-01T00:00:00,US,12,7,2,4,1
545,717,D,51,2,1,5,35,84,99,2,2,8:35,11:00,145,2,4,,1,2,1,1,2,2,1,3,3,4,5,5,5,4,6,5,6,6,6,6,4,5,6,6,6,5,5,5,0,,5,5,5,3,2,3,21230-01-01T00:00:00,US,12,4,1,2,1
546,718,D,51,2,1,5,35,84,99,2,2,8:30,11:00,150,2,2,,1,1,2,2,2,1,1,6,6,6,6,6,3,6,6,5,6,6,6,6,5,5,6,6,6,5,6,5,2,,1,5,5,5,2,1,94578-01-01T00:00:00,US,3,5,2,2,1
547,719,D,51,2,1,5,35,84,99,2,2,9:45,11:00,75,1,1,1,0,0,0,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,3,2,,6,5,5,5,2,1,94025-01-01T00:00:00,US,2,5,1,4,1
548,720,D,51,2,1,5,35,84,99,2,2,8:00,11:00,180,2,3,,2,2,1,2,2,2,2,6,4,6,4,4,4,6,6,6,6,6,6,6,4,3,6,6,6,4,3,3,2,,11,3,4,6,2,4,98021-01-01T00:00:00,US,10,3,1,2,1
549,721,D,51,2,1,5,35,84,99,2,2,9:30,11:00,90,3,5,,1,1,2,1,2,3,2,5,4,5,4,5,4,6,6,6,6,5,6,6,4,5,6,5,6,5,5,5,2,,4,5,5,5,2,1,94559-01-01T00:00:00,US,9,6,2,4,1
550,722,D,51,2,1,5,35,84,99,2,2,10:00,11:00,60,2,2,,0,1,0,1,2,1,2,4,4,3,4,4,4,6,6,4,6,6,6,6,4,5,6,6,6,6,5,4,2,,6,4,5,5,2,3,22033-01-01T00:00:00,US,12,4,2,2,1
551,723,D,51,2,1,5,35,84,99,2,2,8:50,11:00,130,2,4,,1,1,1,1,2,2,2,4,4,3,4,4,4,6,6,6,6,6,6,6,5,5,6,6,6,5,5,4,2,,5,5,5,5,2,3,20019-01-01T00:00:00,US,12,4,2,4,1
552,724,D,51,2,1,5,35,84,99,2,2,9:00,11:00,120,1,2,,1,1,2,2,2,3,2,4,4,4,5,5,4,4,4,4,5,6,6,2,4,5,5,6,3,4,4,4,1,3,5,4,4,4,2,1,94122-01-01T00:00:00,US,1,4,0,4,1
553,725,D,51,2,1,5,35,84,99,2,2,9:30,11:00,90,1,12,,1,1,1,2,2,2,2,4,3,3,4,6,4,6,6,6,6,6,6,6,4,5,6,6,6,4,4,4,2,,7,4,5,4,2,1,95128-01-01T00:00:00,US,4,4,2,2,1
554,726,D,51,2,1,5,35,84,99,2,2,9:00,11:00,120,1,9,,1,2,1,2,2,1,2,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,2,,4,0,5,5,2,3,21701-01-01T00:00:00,US,12,3,1,3,1
555,727,D,51,2,1,5,35,84,99,2,2,8:00,11:00,180,2,3,,2,2,1,2,2,1,2,3,3,3,4,3,3,6,4,6,6,6,6,6,4,5,6,6,6,4,5,5,2,,11,4,4,6,2,4,17356-01-01T00:00:00,US,12,5,1,3,1
556,728,D,51,2,1,5,35,84,99,2,2,9:00,11:00,120,1,5,,1,1,1,2,2,3,2,5,5,5,5,5,5,6,6,4,4,5,4,4,5,4,4,5,4,4,4,5,2,,1,5,5,4,2,1,94611-01-01T00:00:00,US,3,5,2,4,1
557,729,D,51,2,1,5,35,84,99,2,2,10:00,11:00,60,8,9,,2,2,2,2,2,1,2,6,6,4,4,6,4,6,6,5,6,6,6,6,4,5,6,6,6,6,5,5,2,,5,0,4,4,2,3,22851-01-01T00:00:00,US,12,6,2,0,1
